Time	Depth
2017-01-01	1.0354783230725326
2017-01-02	1.0594364115183645
2017-01-03	1.0721195065983677
2017-01-04	1.0717433023885883
2017-01-05	1.0643309179211395
2017-01-06	1.0575416548982755
2017-01-07	1.0509061817370497
2017-01-08	1.037943842570226
2017-01-09	1.017220469625796
2017-01-10	0.9943194939386064
2017-01-11	0.9744304605748524
2017-01-12	0.962941568208765
2017-01-13	0.9727522438668136
2017-01-14	1.0166821102613257
2017-01-15	1.086103382271756
2017-01-16	1.1476997877591049
2017-01-17	1.170823562209739
2017-01-18	1.1537688076387456
2017-01-19	1.1181216275455714
2017-01-20	1.0834254410324626
2017-01-21	1.0541130466096174
2017-01-22	1.0263325691828256
2017-01-23	0.9981012172833731
2017-01-24	0.9713957983236801
2017-01-25	0.9495070203258843
2017-01-26	0.9350352693908679
2017-01-27	0.9292492003677952
2017-01-28	0.9327918147899418
2017-01-29	0.9472177966232229
2017-01-30	0.9737056053981378
2017-01-31	1.0076532284549973
2017-02-01	1.0368029251076056
2017-02-02	1.0500717290714552
2017-02-03	1.0483251573546277
2017-02-04	1.0409005135771463
2017-02-05	1.0309612907059378
2017-02-06	1.0114748167020406
2017-02-07	0.9779039319729423
2017-02-08	0.9367704705625622
2017-02-09	0.8978255704007404
2017-02-10	0.8669211039295516
2017-02-11	0.8526640380920782
2017-02-12	0.8693977330794155
2017-02-13	0.9212478402156944
2017-02-14	0.9878133126604787
2017-02-15	1.0372915008396308
2017-02-16	1.05370741079708
2017-02-17	1.0447840050583965
2017-02-18	1.0260204216247684
2017-02-19	1.005448629536984
2017-02-20	0.983202658683177
2017-02-21	0.9576760347490302
2017-02-22	0.9287586911532357
2017-02-23	0.8979694070609758
2017-02-24	0.8670899342007194
2017-02-25	0.8367228834237102
2017-02-26	0.8086701291964868
2017-02-27	0.791498045904084
2017-02-28	0.7993805475920933
2017-03-01	0.8389413890528057
2017-03-02	0.8973539695303023
2017-03-03	0.9493050842129038
2017-03-04	0.9775604697182798
2017-03-05	0.9821810082092989
2017-03-06	0.9689572272834522
2017-03-07	0.9375645897483593
2017-03-08	0.8873580038458386
2017-03-09	0.8276122300146886
2017-03-10	0.772154352575457
2017-03-11	0.7274925655803626
2017-03-12	0.6959280304798642
2017-03-13	0.6869719888739713
2017-03-14	0.7126935600261779
2017-03-15	0.769719193174102
2017-03-16	0.8357908808928309
2017-03-17	0.887768562843425
2017-03-18	0.9171274488421564
2017-03-19	0.9274079684909691
2017-03-20	0.9245382178374719
2017-03-21	0.912421782127111
2017-03-22	0.89204570939065
2017-03-23	0.8614860876567214
2017-03-24	0.8190193468518712
2017-03-25	0.7663721212843158
2017-03-26	0.7072756420194217
2017-03-27	0.6467748592060893
2017-03-28	0.5977270611467047
2017-03-29	0.5841636919630488
2017-03-30	0.626645907235107
